March 1 2017 Xuhui Air Quality Data,,,
Hour,PM2.5 (ug/m3),CO2 (ppm),AHR
2406,68,400,0.017
2407,69,400,0.016
2408,59,400,0.0156
2409,67,400,0.0142
2410,65,400,0.0122
2411,74,400,0.0098
2412,78,400,0.0084
2413,72,400,0.0079
2414,62,400,0.0065
2415,62,400,0.0063
2416,62,400,0.0066
2417,69,400,0.007
2418,66,400,0.0072
2419,85,400,0.0063
2420,83,400,0.0053
2421,78,400,0.0051
2422,79,400,0.0046
2423,76,400,0.0055
2424,78,400,0.0071
2425,88,400,0.0082
2426,70,400,0.0103
2427,56,400,0.0122
2428,62,400,0.0142
2429,56,400,0.0156
2430,42,400,0.0166
2431,41,400,0.0162
2432,39,400,0.0139
2433,39,400,0.0139
2434,43,400,0.0136
2435,38,400,0.0136
2436,37,400,0.0132
2437,28,400,0.012
2438,27,400,0.0113
2439,33,400,0.0113
2440,29,400,0.0113
2441,30,400,0.0103
2442,32,400,0.0103
2443,38,400,0.0103
2444,41,400,0.0103
2445,33,400,0.0106
2446,34,400,0.0113
2447,42,400,0.0117
2448,48,400,0.012
2449,44,400,0.0116
2450,54,400,0.012
2451,55,400,0.0128
2452,69,400,0.0132
2453,59,400,0.0136
2454,47,400,0.0136
2455,54,400,0.0149
2456,45,400,0.0144
2457,37,400,0.0149
2458,29,400,0.0131
2459,29,400,0.0109
2460,22,400,0.0096
2461,32,400,0.0085
2462,35,400,0.0078
2463,47,400,0.0078
2464,52,400,0.0078
2465,63,400,0.008
2466,65,400,0.008
2467,72,400,0.0086
2468,85,400,0.0103
2469,75,400,0.0099
2470,76,400,0.0113
2471,69,400,0.0116
2472,71,400,0.014
2473,64,400,0.0152
2474,69,400,0.0166
2475,65,400,0.0181
2476,72,400,0.0204
2477,77,400,0.0203
2478,81,400,0.0216
2479,72,400,0.0198
2480,84,400,0.0204
2481,91,400,0.0193
2482,78,400,0.0162
2483,71,400,0.0127
2484,81,400,0.0103
2485,82,400,0.0078
2486,74,400,0.0067
2487,83,400,0.005
2488,73,400,0.0053
2489,74,400,0.0045
2490,90,400,0.0065
2491,110,400,0.0073
2492,119,400,0.0073
2493,113,400,0.0075
2494,123,400,0.0069
2495,130,400,0.0067
2496,129,400,0.0075
2497,141,400,0.0105
2498,129,400,0.0122
2499,133,400,0.0141
2500,140,400,0.0175
2501,138,400,0.0204
2502,155,400,0.0199
2503,147,400,0.0205
2504,166,400,0.0195
2505,179,400,0.0168
2506,139,400,0.0136
2507,103,400,0.0103
2508,89,400,0.0071
2509,67,400,0.0052
2510,51,400,0.0044
2511,59,400,0.003
2512,82,400,0.0029
2513,72,400,0.0033
2514,67,400,0.003
2515,84,400,0.0043
2516,91,400,0.0056
2517,88,400,0.0058
2518,85,400,0.0058
2519,84,400,0.0069
2520,96,400,0.0089
2521,130,400,0.0107
2522,144,400,0.0132
2523,128,400,0.0153
2524,116,400,0.0172
2525,114,400,0.0195
2526,111,400,0.0189
2527,100,400,0.0179
2528,84,400,0.0175
2529,61,400,0.0161
2530,38,400,0.0139
2531,42,400,0.0143
2532,36,400,0.0158
2533,25,400,0.0153
2534,32,400,0.0149
2535,33,400,0.0144
2536,33,400,0.0132
2537,43,400,0.0128
2538,55,400,0.0113
2539,50,400,0.012
2540,49,400,0.0127
2541,52,400,0.0115
2542,41,400,0.0119
2543,47,400,0.0118
2544,39,400,0.0121
2545,43,400,0.0118
2546,35,400,0.0119
2547,27,400,0.0134
2548,29,400,0.0138
2549,32,400,0.0142
2550,27,400,0.0155
2551,26,400,0.016
2552,24,400,0.0169
2553,27,400,0.015
2554,17,400,0.0114
2555,35,400,0.0092
2556,35,400,0.0076
2557,33,400,0.0067
2558,34,400,0.0049
2559,30,400,0.0051
2560,27,400,0.0051
2561,35,400,0.0047
2562,13,400,0.0053
2563,31,400,0.0061
2564,33,400,0.0057
2565,42,400,0.0058
2566,43,400,0.006
2567,50,400,0.0054
2568,59,400,0.0061
2569,64,400,0.0066
2570,68,400,0.0099
2571,66,400,0.0136
2572,72,400,0.0139
2573,83,400,0.0148
2574,79,400,0.0144
2575,83,400,0.0159
2576,70,400,0.0141
2577,57,400,0.0116
2578,47,400,0.0093
2579,41,400,0.0085
2580,28,400,0.0072
2581,39,400,0.0068
2582,38,400,0.0064
2583,43,400,0.0062
2584,42,400,0.0054
2585,44,400,0.0044
2586,43,400,0.0046
2587,45,400,0.0049
2588,37,400,0.005
2589,30,400,0.0063
2590,27,400,0.0069
2591,24,400,0.0079
2592,22,400,0.0095
2593,27,400,0.0104
2594,22,400,0.0122
2595,18,400,0.0134
2596,21,400,0.0134
2597,20,400,0.0142
2598,19,400,0.015
2599,33,400,0.015
2600,26,400,0.0141
2601,28,400,0.0114
2602,23,400,0.0095
2603,25,400,0.0065
2604,24,400,0.005
2605,30,400,0.0038
2606,25,400,0.0035
2607,31,400,0.0037
2608,26,400,0.0036
2609,34,400,0.0034
2610,39,400,0.0035
2611,39,400,0.0047
2612,38,400,0.0061
2613,41,400,0.0069
2614,33,400,0.0082
2615,35,400,0.0099
2616,37,400,0.0111
2617,42,400,0.0129
2618,44,400,0.0142
2619,49,400,0.016
2620,47,400,0.0165
2621,42,400,0.016
2622,32,400,0.016
2623,37,400,0.0165
2624,33,400,0.0156
2625,29,400,0.0139
2626,20,400,0.0123
2627,21,400,0.0116
2628,23,400,0.012
2629,26,400,0.0106
2630,16,400,0.0106
2631,16,400,0.0117
2632,18,400,0.012
2633,22,400,0.0124
2634,19,400,0.0128
2635,21,400,0.0132
2636,20,400,0.0136
2637,18,400,0.014
2638,16,400,0.0149
2639,17,400,0.0154
2640,19,400,0.0149
2641,22,400,0.0163
2642,22,400,0.0163
2643,19,400,0.0178
2644,21,400,0.0183
2645,19,400,0.0178
2646,26,400,0.0168
2647,27,400,0.0162
2648,24,400,0.0162
2649,26,400,0.0153
2650,25,400,0.0153
2651,33,400,0.0144
2652,27,400,0.0144
2653,27,400,0.0131
2654,29,400,0.0119
2655,30,400,0.0105
2656,26,400,0.0093
2657,25,400,0.0093
2658,36,400,0.0102
2659,20,400,0.0109
2660,27,400,0.0112
2661,28,400,0.0105
2662,30,400,0.0109
2663,22,400,0.0105
2664,24,400,0.0112
2665,28,400,0.0127
2666,25,400,0.014
2667,18,400,0.0153
2668,18,400,0.0172
2669,24,400,0.0193
2670,17,400,0.0198
2671,17,400,0.0204
2672,19,400,0.0198
2673,27,400,0.0182
2674,42,400,0.0151
2675,62,400,0.0119
2676,53,400,0.0093
2677,50,400,0.0093
2678,69,400,0.008
2679,93,400,0.0074
2680,84,400,0.0074
2681,80,400,0.0078
2682,84,400,0.0078
2683,103,400,0.008
2684,105,400,0.0083
2685,113,400,0.008
2686,101,400,0.0082
2687,123,400,0.0092
2688,101,400,0.011
2689,102,400,0.0143
2690,85,400,0.0184
2691,88,400,0.0214
2692,88,400,0.0234
2693,81,400,0.0226
2694,76,400,0.022
2695,68,400,0.0202
2696,86,400,0.019
2697,73,400,0.0179
2698,80,400,0.0181
2699,78,400,0.017
2700,71,400,0.0166
2701,59,400,0.0166
2702,64,400,0.0156
2703,80,400,0.0144
2704,105,400,0.0136
2705,104,400,0.0128
2706,93,400,0.0124
2707,93,400,0.0128
2708,77,400,0.0128
2709,83,400,0.012
2710,66,400,0.0116
2711,66,400,0.012
2712,75,400,0.0113
2713,72,400,0.0112
2714,74,400,0.0109
2715,62,400,0.0113
2716,51,400,0.0113
2717,57,400,0.0109
2718,43,400,0.0106
2719,36,400,0.0106
2720,38,400,0.0106
2721,45,400,0.0103
2722,51,400,0.0099
2723,44,400,0.0102
2724,48,400,0.0099
2725,44,400,0.0099
2726,34,400,0.0087
2727,26,400,0.009
2728,23,400,0.0079
2729,18,400,0.0077
2730,21,400,0.0079
2731,23,400,0.0079
2732,23,400,0.0079
2733,20,400,0.009
2734,29,400,0.0093
2735,28,400,0.0096
2736,17,400,0.0109
2737,27,400,0.0116
2738,29,400,0.0119
2739,20,400,0.0127
2740,26,400,0.0143
2741,32,400,0.0135
2742,42,400,0.0143
2743,59,400,0.0143
2744,62,400,0.0126
2745,65,400,0.0114
2746,72,400,0.0103
2747,77,400,0.0083
2748,82,400,0.0095
2749,82,400,0.0104
2750,62,400,0.0101
2751,51,400,0.0112
2752,49,400,0.0116
2753,48,400,0.0106
2754,59,400,0.0084
2755,57,400,0.0076
2756,59,400,0.0084
2757,75,400,0.009
2758,78,400,0.0093
2759,72,400,0.0093
2760,52,400,0.0093
2761,45,400,0.0098
2762,52,400,0.0102
2763,50,400,0.0099
2764,57,400,0.0099
2765,59,400,0.0102
2766,37,400,0.0109
2767,33,400,0.0112
2768,40,400,0.0119
2769,49,400,0.0123
2770,44,400,0.0127
2771,39,400,0.012
2772,46,400,0.0124
2773,59,400,0.012
2774,54,400,0.012
2775,45,400,0.012
2776,26,400,0.012
2777,19,400,0.012
2778,29,400,0.0124
2779,33,400,0.0128
2780,26,400,0.0128
2781,47,400,0.0128
2782,49,400,0.0128
2783,52,400,0.0132
2784,53,400,0.0124
2785,54,400,0.0128
2786,55,400,0.0128
2787,47,400,0.0136
2788,43,400,0.0132
2789,41,400,0.0136
2790,45,400,0.0136
2791,45,400,0.0135
2792,39,400,0.0131
2793,43,400,0.0128
2794,32,400,0.0124
2795,38,400,0.0128
2796,40,400,0.0124
2797,39,400,0.0116
2798,48,400,0.0112
2799,40,400,0.0116
2800,35,400,0.0109
2801,42,400,0.009
2802,41,400,0.0084
2803,38,400,0.0084
2804,27,400,0.0087
2805,31,400,0.0077
2806,28,400,0.0077
2807,34,400,0.0084
2808,28,400,0.0087
2809,26,400,0.0093
2810,27,400,0.0102
2811,17,400,0.0105
2812,45,400,0.0116
2813,36,400,0.0116
2814,39,400,0.0124
2815,31,400,0.014
2816,32,400,0.0135
2817,45,400,0.0127
2818,69,400,0.0113
2819,73,400,0.0099
2820,70,400,0.0093
2821,82,400,0.0082
2822,86,400,0.0079
2823,58,400,0.0075
2824,78,400,0.0064
2825,65,400,0.0058
2826,70,400,0.0053
2827,89,400,0.0054
2828,90,400,0.0058
2829,107,400,0.0061
2830,116,400,0.0077
2831,131,400,0.009
2832,125,400,0.0092
2833,135,400,0.0114
2834,125,400,0.011
2835,89,400,0.0128
2836,91,400,0.0141
2837,65,400,0.0154
2838,68,400,0.0186
2839,75,400,0.018
2840,65,400,0.018
2841,66,400,0.0137
2842,72,400,0.0117
2843,86,400,0.0104
2844,77,400,0.0072
2845,68,400,0.0054
2846,81,400,0.0051
2847,81,400,0.0044
2848,82,400,0.0044
2849,74,400,0.004
2850,72,400,0.0035
2851,86,400,0.0053
2852,143,400,0.0051
2853,152,400,0.0051
2854,151,400,0.0052
2855,136,400,0.0073
2856,124,400,0.0085
2857,130,400,0.0092
2858,146,400,0.0103
2859,146,400,0.0128
2860,146,400,0.0151
2861,146,400,0.0176
2862,162,400,0.0182
2863,162,400,0.0192
2864,162,400,0.0171
2865,125,400,0.0134
2866,101,400,0.0105
2867,100,400,0.0091
2868,85,400,0.0063
2869,68,400,0.005
2870,49,400,0.0051
2871,36,400,0.0049
2872,62,400,0.005
2873,113,400,0.0048
2874,115,400,0.0048
2875,96,400,0.0046
2876,103,400,0.0049
2877,78,400,0.0055
2878,92,400,0.0069
2879,104,400,0.0091
2880,95,400,0.0116
2881,107,400,0.0139
2882,121,400,0.0165
2883,122,400,0.0199
2884,124,400,0.0199
2885,126,400,0.0205
2886,113,400,0.0217
2887,110,400,0.0199
2888,110,400,0.0182
2889,73,400,0.0162
2890,53,400,0.0128
2891,48,400,0.0098
2892,45,400,0.0082
2893,39,400,0.0073
2894,45,400,0.0055
2895,42,400,0.0061
2896,43,400,0.0059
2897,33,400,0.0063
2898,32,400,0.0074
2899,31,400,0.0081
2900,37,400,0.0094
2901,40,400,0.0097
2902,44,400,0.0106
2903,44,400,0.0123
2904,48,400,0.0156
2905,46,400,0.0179
2906,50,400,0.0195
2907,47,400,0.0206
2908,50,400,0.0224
2909,50,400,0.0224
2910,50,400,0.0224
2911,62,400,0.0225
2912,58,400,0.0207
2913,53,400,0.0179
2914,51,400,0.016
2915,42,400,0.0142
2916,38,400,0.0143
2917,46,400,0.0177
2918,37,400,0.0162
2919,48,400,0.0148
2920,42,400,0.0148
2921,49,400,0.0162
2922,57,400,0.0162
2923,54,400,0.0172
2924,51,400,0.0172
2925,46,400,0.0162
2926,46,400,0.0167
2927,41,400,0.0188
2928,29,400,0.0211
2929,25,400,0.0205
2930,28,400,0.0205
2931,20,400,0.0183
2932,33,400,0.0187
2933,32,400,0.017
2934,31,400,0.0144
2935,27,400,0.0127
2936,38,400,0.0119
2937,40,400,0.0116
2938,41,400,0.0102
2939,32,400,0.0093
2940,44,400,0.0087
2941,55,400,0.0075
2942,30,400,0.0068
2943,33,400,0.0061
2944,53,400,0.0062
2945,40,400,0.0052
2946,39,400,0.0054
2947,36,400,0.0053
2948,36,400,0.0048
2949,63,400,0.0053
2950,32,400,0.0056
2951,26,400,0.0065
2952,12,400,0.0076
2953,19,400,0.009
2954,39,400,0.0112
2955,46,400,0.0126
2956,39,400,0.0143
2957,35,400,0.0151
2958,29,400,0.0156
2959,30,400,0.0166
2960,35,400,0.0172
2961,40,400,0.0135
2962,42,400,0.0103
2963,40,400,0.0081
2964,54,400,0.0066
2965,33,400,0.0062
2966,34,400,0.005
2967,39,400,0.0044
2968,37,400,0.0047
2969,40,400,0.0041
2970,30,400,0.005
2971,39,400,0.0053
2972,41,400,0.0071
2973,39,400,0.008
2974,37,400,0.0099
2975,41,400,0.0138
2976,37,400,0.0169
2977,45,400,0.0202
2978,43,400,0.0232
2979,46,400,0.0247
2980,46,400,0.0261
2981,72,400,0.0268
2982,68,400,0.0261
2983,83,400,0.0247
2984,71,400,0.0228
2985,59,400,0.0215
2986,59,400,0.0191
2987,41,400,0.0181
2988,37,400,0.0176
2989,28,400,0.0152
2990,34,400,0.0162
2991,34,400,0.0157
2992,39,400,0.0144
2993,49,400,0.0157
2994,53,400,0.0172
2995,52,400,0.0167
2996,44,400,0.0177
2997,40,400,0.0172
2998,32,400,0.0177
2999,33,400,0.0188
3000,26,400,0.0199
3001,29,400,0.0211
3002,31,400,0.0205
3003,30,400,0.0216
3004,31,400,0.0205
3005,32,400,0.0204
3006,38,400,0.0216
3007,46,400,0.0211
3008,38,400,0.0199
3009,40,400,0.0193
3010,37,400,0.0177
3011,43,400,0.0162
3012,28,400,0.0144
3013,27,400,0.0132
3014,31,400,0.012
3015,36,400,0.0117
3016,32,400,0.0114
3017,45,400,0.0101
3018,53,400,0.0101
3019,48,400,0.0101
3020,55,400,0.012
3021,43,400,0.014
3022,38,400,0.0152
3023,33,400,0.0161
3024,35,400,0.0174
3025,48,400,0.0195
3026,41,400,0.0193
3027,36,400,0.0204
3028,44,400,0.0216
3029,44,400,0.019
3030,41,400,0.0177
3031,49,400,0.017
3032,64,400,0.0165
3033,57,400,0.0173
3034,53,400,0.014
3035,53,400,0.0122
3036,59,400,0.0093
3037,65,400,0.0077
3038,75,400,0.0077
3039,60,400,0.0072
3040,55,400,0.0075
3041,99,400,0.0083
3042,84,400,0.0122
3043,123,400,0.0131
3044,117,400,0.0135
3045,99,400,0.0135
3046,81,400,0.0135
3047,91,400,0.0125
3048,88,400,0.0137
3049,72,400,0.0138
3050,62,400,0.0141
3051,73,400,0.0142
3052,64,400,0.0129
3053,67,400,0.0134
3054,69,400,0.013
3055,69,400,0.0122
3056,94,400,0.0102
3057,103,400,0.0079
3058,105,400,0.0079
3059,112,400,0.0077
3060,129,400,0.0084
3061,61,400,0.009
3062,57,400,0.0081
3063,58,400,0.0096
3064,57,400,0.0112
3065,56,400,0.0116
3066,37,400,0.0119
3067,29,400,0.0119
3068,23,400,0.0136
3069,31,400,0.0131
3070,28,400,0.0127
3071,34,400,0.0131
3072,30,400,0.0135
3073,38,400,0.0139
3074,46,400,0.0123
3075,37,400,0.0124
3076,32,400,0.0127
3077,29,400,0.0132
3078,32,400,0.012
3079,21,400,0.012
3080,30,400,0.012
3081,24,400,0.0116
3082,17,400,0.0103
3083,25,400,0.0103
3084,24,400,0.0106
3085,24,400,0.0106
3086,25,400,0.0109
3087,20,400,0.0116
3088,35,400,0.012
3089,34,400,0.0124
3090,38,400,0.0128
3091,35,400,0.012
3092,33,400,0.0128
3093,42,400,0.0128
3094,36,400,0.0128
3095,41,400,0.014
3096,43,400,0.0148
3097,41,400,0.0153
3098,36,400,0.0153
3099,47,400,0.0153
3100,60,400,0.0158
3101,61,400,0.0148
3102,65,400,0.0154
3103,58,400,0.0149
3104,53,400,0.0144
3105,50,400,0.0149
3106,54,400,0.0127
3107,67,400,0.0119
3108,75,400,0.0112
3109,68,400,0.0102
3110,55,400,0.0098
3111,43,400,0.0098
3112,31,400,0.0112
3113,41,400,0.0119
3114,41,400,0.0112
3115,42,400,0.0106
3116,31,400,0.0099
3117,29,400,0.0102
3118,27,400,0.0099
3119,19,400,0.0088
3120,18,400,0.0102
3121,22,400,0.0112
3122,11,400,0.0127
3123,6,400,0.0139
3124,17,400,0.0139
3125,17,400,0.0148
3126,9,400,0.0135
3127,18,400,0.0131
3128,30,400,0.0136
3129,29,400,0.012
3130,29,400,0.0099
3131,31,400,0.0082
3132,32,400,0.0066
3133,40,400,0.0068
3134,35,400,0.006
3135,24,400,0.0054
3136,28,400,0.005
3137,34,400,0.0048
3138,37,400,0.0063
3139,48,400,0.0059
3140,48,400,0.0058
3141,51,400,0.0064
3142,54,400,0.0077
3143,59,400,0.0102
3144,57,400,0.0114
3145,64,400,0.0141
3146,66,400,0.0158
3147,66,400,0.0173
3148,69,400,0.0178
3149,62,400,0.0194
3150,72,400,0.0199
3151,86,400,0.0197
3152,84,400,0.0161
3153,82,400,0.0131
3154,79,400,0.0114
3155,79,400,0.0101
3156,77,400,0.0087
3157,75,400,0.0075
3158,71,400,0.0078
3159,89,400,0.0076
3160,96,400,0.0071
3161,87,400,0.0072
3162,92,400,0.0072
3163,101,400,0.0076
3164,110,400,0.008
3165,109,400,0.0082
3166,89,400,0.0102
3167,78,400,0.0126
3168,94,400,0.0146
3169,91,400,0.0164
3170,78,400,0.019
3171,69,400,0.0207
3172,64,400,0.0213
3173,52,400,0.0225
3174,50,400,0.024
3175,42,400,0.0248
3176,31,400,0.0241
3177,38,400,0.0215
3178,37,400,0.0186
3179,38,400,0.016
3180,37,400,0.0151
3181,37,400,0.0142
3182,35,400,0.0134
3183,46,400,0.0126
3184,46,400,0.0126
3185,48,400,0.013
3186,52,400,0.0131
3187,66,400,0.0126
3188,62,400,0.0135
3189,61,400,0.0143
3190,63,400,0.0127
3191,62,400,0.0135
3192,71,400,0.0139
3193,72,400,0.0152
3194,85,400,0.0147
3195,103,400,0.0143
3196,101,400,0.0147
3197,84,400,0.0157
3198,71,400,0.0152
3199,85,400,0.0148
3200,81,400,0.0135
3201,78,400,0.0123
3202,82,400,0.0123
3203,69,400,0.0113
3204,69,400,0.0113
3205,71,400,0.0106
3206,61,400,0.0109
3207,62,400,0.0106
3208,63,400,0.0106
3209,48,400,0.0106
3210,56,400,0.0106
3211,57,400,0.0109
3212,56,400,0.0113
3213,53,400,0.012
3214,46,400,0.0123
3215,40,400,0.0139
3216,38,400,0.0143
3217,39,400,0.0152
3218,38,400,0.0161
3219,41,400,0.0176
3220,45,400,0.0187
3221,54,400,0.0199
3222,46,400,0.0192
3223,36,400,0.0192
3224,34,400,0.0187
3225,31,400,0.0166
3226,34,400,0.0143
3227,33,400,0.0139
3228,33,400,0.0162
3229,27,400,0.0152
3230,26,400,0.0142
3231,33,400,0.0142
3232,36,400,0.0142
3233,36,400,0.0167
3234,38,400,0.0162
3235,33,400,0.0157
3236,35,400,0.0172
3237,26,400,0.0172
3238,30,400,0.0177
3239,27,400,0.0198
3240,26,400,0.0228
3241,29,400,0.0215
3242,34,400,0.0175
3243,29,400,0.0152
3244,27,400,0.0152
3245,30,400,0.0147
3246,33,400,0.0143
3247,36,400,0.0136
3248,28,400,0.0124
3249,52,400,0.0116
3250,92,400,0.009
3251,62,400,0.0077
3252,47,400,0.006
3253,41,400,0.0039
3254,31,400,0.0037
3255,21,400,0.003
3256,23,400,0.0028
3257,20,400,0.003
3258,23,400,0.0033
3259,19,400,0.0036
3260,21,400,0.0045
3261,20,400,0.0061
3262,26,400,0.0065
3263,24,400,0.0068
3264,24,400,0.0082
3265,36,400,0.0096
3266,47,400,0.0104
3267,46,400,0.0129
3268,52,400,0.0128
3269,57,400,0.0132
3270,68,400,0.0132
3271,64,400,0.0137
3272,69,400,0.0121
3273,60,400,0.0085
3274,48,400,0.006
3275,43,400,0.0048
3276,23,400,0.0043
3277,21,400,0.0039
3278,31,400,0.0038
3279,30,400,0.0033
3280,33,400,0.003
3281,36,400,0.0027
3282,52,400,0.0027
3283,50,400,0.0028
3284,41,400,0.0029
3285,43,400,0.0035
3286,39,400,0.006
3287,40,400,0.0077
3288,35,400,0.0101
3289,34,400,0.0107
3290,38,400,0.0118
3291,30,400,0.0136
3292,27,400,0.0154
3293,30,400,0.016
3294,37,400,0.0155
3295,24,400,0.0166
3296,21,400,0.0135
3297,33,400,0.0104
3298,24,400,0.0069
3299,26,400,0.0051
3300,30,400,0.0049
3301,20,400,0.0049
3302,17,400,0.0048
3303,16,400,0.0046
3304,23,400,0.0043
3305,23,400,0.0043
3306,27,400,0.0043
3307,39,400,0.0053
3308,30,400,0.0068
3309,27,400,0.0077
3310,27,400,0.0087
3311,29,400,0.0104
3312,33,400,0.0125
3313,36,400,0.0145
3314,34,400,0.0163
3315,39,400,0.0173
3316,35,400,0.019
3317,40,400,0.0194
3318,35,400,0.02
3319,27,400,0.0189
3320,22,400,0.0168
3321,21,400,0.0148
3322,19,400,0.0113
3323,26,400,0.0101
3324,27,400,0.0086
3325,27,400,0.0104
3326,29,400,0.0095
3327,27,400,0.009
3328,40,400,0.0096
3329,42,400,0.0099
3330,46,400,0.0103
3331,52,400,0.0099
3332,61,400,0.0099
3333,69,400,0.0105
3334,79,400,0.0111
3335,82,400,0.0126
3336,81,400,0.0151
3337,75,400,0.0165
3338,80,400,0.018
3339,88,400,0.0165
3340,73,400,0.0186
3341,65,400,0.0191
3342,58,400,0.0196
3343,49,400,0.0191
3344,48,400,0.0174
3345,38,400,0.0159
3346,39,400,0.0146
3347,41,400,0.0126
3348,36,400,0.0121
3349,41,400,0.013
3350,40,400,0.0138
3351,38,400,0.0148
3352,34,400,0.0162
3353,27,400,0.0157
3354,20,400,0.0152
3355,28,400,0.0147
3356,35,400,0.0148
3357,28,400,0.0143
3358,29,400,0.0157
3359,36,400,0.0162
3360,28,400,0.0172
3361,24,400,0.0188
3362,28,400,0.0182
3363,23,400,0.0172
3364,29,400,0.0173
3365,25,400,0.0167
3366,19,400,0.0162
3367,24,400,0.0167
3368,25,400,0.0172
3369,32,400,0.0167
3370,30,400,0.0162
3371,29,400,0.0162
3372,26,400,0.0162
3373,29,400,0.0162
3374,32,400,0.0158
3375,30,400,0.0153
3376,29,400,0.0153
3377,31,400,0.0153
3378,30,400,0.0158
3379,35,400,0.0162
3380,33,400,0.0162
3381,32,400,0.0162
3382,23,400,0.0162
3383,15,400,0.0173
3384,16,400,0.0173
3385,17,400,0.0168
3386,18,400,0.0162
3387,17,400,0.0162
3388,22,400,0.0168
3389,12,400,0.0168
3390,15,400,0.0162
3391,16,400,0.0162
3392,13,400,0.0162
3393,14,400,0.0162
3394,15,400,0.0152
3395,14,400,0.0148
3396,12,400,0.0139
3397,13,400,0.0135
3398,10,400,0.0131
3399,11,400,0.0127
3400,7,400,0.0127
3401,18,400,0.0127
3402,15,400,0.0131
3403,25,400,0.0123
3404,28,400,0.0127
3405,38,400,0.0131
3406,32,400,0.0135
3407,34,400,0.0139
3408,31,400,0.0143
3409,26,400,0.0143
3410,36,400,0.0161
3411,34,400,0.0165
3412,25,400,0.0165
3413,26,400,0.017
3414,38,400,0.017
3415,44,400,0.017
3416,59,400,0.0161
3417,60,400,0.0161
3418,53,400,0.0143
3419,54,400,0.0119
3420,49,400,0.0103
3421,48,400,0.0106
3422,48,400,0.0103
3423,49,400,0.0103
3424,54,400,0.01
3425,52,400,0.0106
3426,57,400,0.0106
3427,67,400,0.0113
3428,66,400,0.0113
3429,84,400,0.012
3430,70,400,0.0123
3431,76,400,0.0131
3432,65,400,0.0138
3433,62,400,0.0155
3434,59,400,0.0184
3435,73,400,0.0201
3436,60,400,0.0195
3437,51,400,0.0213
3438,57,400,0.022
3439,65,400,0.0208
3440,61,400,0.021
3441,54,400,0.0198
3442,55,400,0.0192
3443,51,400,0.0176
3444,56,400,0.0171
3445,57,400,0.0151
3446,57,400,0.0138
3447,56,400,0.0122
3448,56,400,0.0105
3449,65,400,0.0101
3450,89,400,0.0108
3451,90,400,0.0099
3452,90,400,0.0112
3453,80,400,0.0131
3454,82,400,0.0131
3455,98,400,0.0131
3456,118,400,0.0143
3457,126,400,0.0148
3458,109,400,0.0152
3459,120,400,0.0166
3460,111,400,0.0192
3461,105,400,0.0209
3462,102,400,0.0215
3463,79,400,0.0209
3464,67,400,0.0209
3465,88,400,0.0197
3466,77,400,0.0166
3467,75,400,0.0147
3468,76,400,0.0131
3469,77,400,0.012
3470,81,400,0.0107
3471,76,400,0.0107
3472,69,400,0.0107
3473,70,400,0.0104
3474,86,400,0.0098
3475,68,400,0.0107
3476,77,400,0.0117
3477,80,400,0.0124
3478,85,400,0.0131
3479,84,400,0.0148
3480,84,400,0.0166
3481,96,400,0.0198
3482,103,400,0.0221
3483,107,400,0.0247
3484,119,400,0.0254
3485,98,400,0.0268
3486,90,400,0.0261
3487,91,400,0.0268
3488,77,400,0.027
3489,73,400,0.0248
3490,59,400,0.0222
3491,59,400,0.021
3492,52,400,0.021
3493,43,400,0.0199
3494,38,400,0.0205
3495,42,400,0.0194
3496,42,400,0.0177
3497,53,400,0.0172
3498,64,400,0.0172
3499,66,400,0.0172
3500,62,400,0.0172
3501,54,400,0.0183
3502,48,400,0.0188
3503,46,400,0.0193
3504,45,400,0.0205
3505,40,400,0.0199
3506,35,400,0.0205
3507,47,400,0.0205
3508,43,400,0.0205
3509,51,400,0.0205
3510,47,400,0.021
3511,65,400,0.0205
3512,92,400,0.0205
3513,116,400,0.0205
3514,127,400,0.0205
3515,113,400,0.0187
3516,126,400,0.0193
3517,117,400,0.0193
3518,94,400,0.0193
3519,78,400,0.0188
3520,101,400,0.0171
3521,130,400,0.0172
3522,142,400,0.0172
3523,160,400,0.0171
3524,127,400,0.0162
3525,93,400,0.0162
3526,78,400,0.0162
3527,67,400,0.0162
3528,77,400,0.0162
3529,67,400,0.0167
3530,53,400,0.0172
3531,51,400,0.0172
3532,33,400,0.0172
3533,34,400,0.0183
3534,29,400,0.0183
3535,18,400,0.0188
3536,19,400,0.0177
3537,17,400,0.0172
3538,15,400,0.0172
3539,25,400,0.0172
3540,25,400,0.0172
3541,26,400,0.0172
3542,21,400,0.0172
3543,24,400,0.0167
3544,24,400,0.0167
3545,24,400,0.0162
3546,28,400,0.0162
3547,30,400,0.0162
3548,32,400,0.0162
3549,31,400,0.0167
3550,35,400,0.0172
3551,28,400,0.0172
3552,19,400,0.0172
3553,27,400,0.0172
3554,30,400,0.0172
3555,34,400,0.0172
3556,24,400,0.0172
3557,24,400,0.0172
3558,24,400,0.0172
3559,29,400,0.0172
3560,41,400,0.0172
3561,30,400,0.0172
3562,32,400,0.0172
3563,23,400,0.0172
3564,22,400,0.0172
3565,23,400,0.0172
3566,26,400,0.0172
3567,26,400,0.0162
3568,26,400,0.0162
3569,34,400,0.0162
3570,37,400,0.0162
3571,29,400,0.0162
3572,40,400,0.0162
3573,41,400,0.0172
3574,47,400,0.0172
3575,48,400,0.0162
3576,37,400,0.0162
