March 1 2017 Xuhui Air Quality Data,,,
Hour,PM2.5 (ug/m3),CO2 (ppm),AHR
5916,34,400,0.0179
5917,28,400,0.0142
5918,25,400,0.0127
5919,37,400,0.0123
5920,36,400,0.0127
5921,28,400,0.0116
5922,46,400,0.0123
5923,55,400,0.0116
5924,59,400,0.0138
5925,67,400,0.0142
5926,76,400,0.0129
5927,73,400,0.0133
5928,68,400,0.0174
5929,65,400,0.02
5930,62,400,0.0212
5931,44,400,0.0237
5932,48,400,0.025
5933,58,400,0.0251
5934,54,400,0.0259
5935,44,400,0.0258
5936,37,400,0.026
5937,11,400,0.0246
5938,18,400,0.022
5939,20,400,0.0196
5940,27,400,0.0174
5941,24,400,0.0174
5942,28,400,0.0151
5943,18,400,0.0138
5944,15,400,0.0122
5945,30,400,0.013
5946,28,400,0.0118
5947,31,400,0.0117
5948,42,400,0.0124
5949,28,400,0.0128
5950,28,400,0.0137
5951,24,400,0.0159
5952,18,400,0.0179
5953,34,400,0.0184
5954,33,400,0.02
5955,27,400,0.0207
5956,17,400,0.0211
5957,18,400,0.0223
5958,21,400,0.023
5959,27,400,0.0244
5960,24,400,0.0245
5961,22,400,0.0198
5962,28,400,0.0171
5963,31,400,0.0161
5964,27,400,0.0138
5965,25,400,0.0123
5966,26,400,0.0128
5967,27,400,0.017
5968,30,400,0.0208
5969,31,400,0.0179
5970,44,400,0.0179
5971,44,400,0.0158
5972,46,400,0.0164
5973,42,400,0.018
5974,37,400,0.0175
5975,32,400,0.0175
5976,36,400,0.0175
5977,31,400,0.019
5978,45,400,0.0196
5979,36,400,0.0227
5980,34,400,0.0233
5981,34,400,0.0235
5982,25,400,0.0192
5983,40,400,0.0216
5984,33,400,0.023
5985,26,400,0.0229
5986,30,400,0.0223
5987,27,400,0.0216
5988,30,400,0.0216
5989,60,400,0.021
5990,72,400,0.021
5991,55,400,0.021
5992,60,400,0.0211
5993,43,400,0.0211
5994,41,400,0.0211
5995,50,400,0.0177
5996,46,400,0.0172
5997,36,400,0.0158
5998,79,400,0.0153
5999,85,400,0.0167
6000,80,400,0.0172
6001,94,400,0.0172
6002,68,400,0.0172
6003,44,400,0.0183
6004,40,400,0.0182
6005,44,400,0.0182
6006,48,400,0.0188
6007,36,400,0.0183
6008,40,400,0.0177
6009,22,400,0.0177
6010,23,400,0.0172
6011,33,400,0.0162
6012,25,400,0.0135
6013,23,400,0.0113
6014,25,400,0.0107
6015,30,400,0.0098
6016,33,400,0.0101
6017,21,400,0.0098
6018,19,400,0.01
6019,36,400,0.012
6020,53,400,0.0124
6021,42,400,0.0124
6022,44,400,0.0131
6023,59,400,0.0143
6024,46,400,0.0156
6025,52,400,0.0176
6026,64,400,0.0197
6027,58,400,0.0214
6028,58,400,0.0233
6029,68,400,0.0246
6030,49,400,0.0254
6031,80,400,0.027
6032,99,400,0.0247
6033,74,400,0.0221
6034,71,400,0.0169
6035,60,400,0.0142
6036,62,400,0.0108
6037,62,400,0.009
6038,69,400,0.0106
6039,69,400,0.0094
6040,63,400,0.0093
6041,69,400,0.0091
6042,59,400,0.0083
6043,62,400,0.0085
6044,64,400,0.009
6045,73,400,0.0103
6046,57,400,0.0126
6047,79,400,0.0156
6048,77,400,0.0178
6049,74,400,0.0194
6050,89,400,0.0231
6051,102,400,0.0245
6052,91,400,0.0275
6053,106,400,0.0267
6054,85,400,0.0267
6055,62,400,0.026
6056,72,400,0.026
6057,65,400,0.024
6058,55,400,0.0214
6059,47,400,0.0202
6060,39,400,0.018
6061,33,400,0.0147
6062,33,400,0.0151
6063,37,400,0.0138
6064,28,400,0.0134
6065,28,400,0.013
6066,28,400,0.0147
6067,28,400,0.0151
6068,28,400,0.0156
6069,28,400,0.0151
6070,28,400,0.0181
6071,28,400,0.0192
6072,28,400,0.0197
6073,28,400,0.0202
6074,28,400,0.0221
6075,28,400,0.024
6076,28,400,0.0248
6077,28,400,0.0255
6078,28,400,0.0255
6079,28,400,0.0255
6080,28,400,0.0234
6081,28,400,0.0214
6082,28,400,0.0174
6083,28,400,0.0179
6084,28,400,0.0145
6085,28,400,0.0144
6086,28,400,0.0168
6087,28,400,0.0168
6088,28,400,0.0179
6089,28,400,0.0209
6090,28,400,0.0209
6091,28,400,0.0204
6092,28,400,0.0197
6093,28,400,0.0191
6094,28,400,0.0216
6095,28,400,0.0222
6096,28,400,0.0215
6097,28,400,0.0215
6098,28,400,0.0222
6099,10,400,0.021
6100,10,400,0.0192
6101,10,400,0.0192
6102,10,400,0.0198
6103,10,400,0.0182
6104,10,400,0.0171
6105,10,400,0.0167
6106,10,400,0.0143
6107,10,400,0.0131
6108,10,400,0.0113
6109,10,400,0.0113
6110,10,400,0.011
6111,10,400,0.0103
6112,10,400,0.0097
6113,10,400,0.0097
6114,10,400,0.01
6115,10,400,0.0113
6116,10,400,0.012
6117,10,400,0.0124
6118,10,400,0.0127
6119,10,400,0.0156
6120,10,400,0.0175
6121,10,400,0.0203
6122,10,400,0.0208
6123,10,400,0.024
6124,10,400,0.0248
6125,10,400,0.0254
6126,10,400,0.027
6127,10,400,0.0262
6128,10,400,0.0248
6129,10,400,0.0221
6130,10,400,0.0191
6131,10,400,0.0155
6132,7,400,0.0137
6133,16,400,0.0126
6134,13,400,0.0126
6135,13,400,0.0116
6136,38,400,0.013
6137,24,400,0.0119
6138,39,400,0.0123
6139,40,400,0.0123
6140,38,400,0.0131
6141,29,400,0.0148
6142,47,400,0.0161
6143,51,400,0.0171
6144,41,400,0.018
6145,46,400,0.0202
6146,47,400,0.0214
6147,45,400,0.0226
6148,36,400,0.024
6149,25,400,0.0254
6150,27,400,0.0232
6151,23,400,0.0255
6152,15,400,0.0249
6153,24,400,0.0235
6154,21,400,0.0222
6155,17,400,0.0223
6156,10,400,0.0198
6157,29,400,0.0216
6158,20,400,0.0216
6159,28,400,0.0216
6160,15,400,0.021
6161,14,400,0.0204
6162,16,400,0.0198
6163,19,400,0.0182
6164,13,400,0.0167
6165,12,400,0.0182
6166,33,400,0.0187
6167,28,400,0.0187
6168,11,400,0.0182
6169,13,400,0.0188
6170,10,400,0.0188
6171,5,400,0.0188
6172,1,400,0.0188
6173,23,400,0.0194
6174,26,400,0.0194
6175,25,400,0.0194
6176,17,400,0.02
6177,7,400,0.02
6178,7,400,0.0194
6179,5,400,0.0188
6180,13,400,0.0193
6181,16,400,0.0193
6182,16,400,0.0187
6183,16,400,0.0205
6184,19,400,0.0193
6185,19,400,0.0199
6186,18,400,0.0199
6187,34,400,0.0205
6188,22,400,0.0211
6189,6,400,0.0205
6190,13,400,0.0205
6191,11,400,0.0211
6192,5,400,0.0217
6193,5,400,0.021
6194,5,400,0.0229
6195,2,400,0.0229
6196,5,400,0.0229
6197,1,400,0.0217
6198,4,400,0.0236
6199,8,400,0.0217
6200,15,400,0.0217
6201,15,400,0.0217
6202,15,400,0.0217
6203,3,400,0.0205
6204,3,400,0.0199
6205,3,400,0.0193
6206,3,400,0.0193
6207,0,400,0.0193
6208,1,400,0.0193
6209,7,400,0.0177
6210,1,400,0.0183
6211,1,400,0.0183
6212,1,400,0.0189
6213,1,400,0.0211
6214,1,400,0.0193
6215,1,400,0.0199
6216,1,400,0.0198
6217,1,400,0.0204
6218,1,400,0.0216
6219,1,400,0.0235
6220,1,400,0.0242
6221,1,400,0.0249
6222,1,400,0.0256
6223,1,400,0.0264
6224,1,400,0.0256
6225,8,400,0.0256
6226,5,400,0.0228
6227,5,400,0.0197
6228,5,400,0.0176
6229,5,400,0.0171
6230,3,400,0.0161
6231,4,400,0.0157
6232,4,400,0.0152
6233,4,400,0.0148
6234,4,400,0.0139
6235,4,400,0.0143
6236,11,400,0.0161
6237,4,400,0.0157
6238,11,400,0.0166
6239,6,400,0.0171
6240,2,400,0.0181
6241,6,400,0.0192
6242,8,400,0.0203
6243,16,400,0.0215
6244,20,400,0.0209
6245,11,400,0.0227
6246,13,400,0.0234
6247,6,400,0.0227
6248,6,400,0.0234
6249,0,400,0.0222
6250,0,400,0.0186
6251,5,400,0.016
6252,5,400,0.0143
6253,6,400,0.0139
6254,5,400,0.0127
6255,11,400,0.013
6256,6,400,0.0126
6257,15,400,0.0116
6258,9,400,0.0123
6259,1,400,0.013
6260,6,400,0.0134
6261,16,400,0.0147
6262,7,400,0.0161
6263,11,400,0.0161
6264,26,400,0.0175
6265,44,400,0.019
6266,46,400,0.022
6267,40,400,0.0241
6268,44,400,0.0247
6269,28,400,0.0233
6270,23,400,0.0241
6271,25,400,0.0241
6272,28,400,0.0215
6273,28,400,0.0197
6274,25,400,0.018
6275,16,400,0.0161
6276,27,400,0.0152
6277,18,400,0.0134
6278,24,400,0.0123
6279,17,400,0.0109
6280,17,400,0.0116
6281,27,400,0.0106
6282,12,400,0.0112
6283,23,400,0.0122
6284,11,400,0.013
6285,14,400,0.0126
6286,22,400,0.0133
6287,21,400,0.0141
6288,4,400,0.0159
6289,20,400,0.0168
6290,27,400,0.0173
6291,17,400,0.0184
6292,10,400,0.0219
6293,5,400,0.0232
6294,5,400,0.0208
6295,4,400,0.0226
6296,3,400,0.0214
6297,10,400,0.0169
6298,16,400,0.0142
6299,13,400,0.0122
6300,12,400,0.0101
6301,17,400,0.0096
6302,6,400,0.0087
6303,19,400,0.0088
6304,9,400,0.0085
6305,15,400,0.0088
6306,24,400,0.009
6307,16,400,0.0096
6308,7,400,0.0109
6309,4,400,0.0109
6310,9,400,0.0123
6311,11,400,0.0143
6312,21,400,0.016
6313,25,400,0.0185
6314,10,400,0.0197
6315,26,400,0.0208
6316,29,400,0.0208
6317,26,400,0.0214
6318,23,400,0.0234
6319,26,400,0.024
6320,20,400,0.0215
6321,15,400,0.0197
6322,17,400,0.0155
6323,9,400,0.0137
6324,12,400,0.0115
6325,27,400,0.0102
6326,16,400,0.0098
6327,11,400,0.0099
6328,21,400,0.0096
6329,25,400,0.0099
6330,18,400,0.0099
6331,10,400,0.0105
6332,9,400,0.0119
6333,9,400,0.0131
6334,7,400,0.0135
6335,9,400,0.0147
6336,7,400,0.016
6337,15,400,0.0164
6338,7,400,0.0173
6339,14,400,0.0189
6340,15,400,0.0178
6341,13,400,0.0178
6342,15,400,0.0178
6343,14,400,0.0184
6344,17,400,0.0197
6345,3,400,0.0169
6346,8,400,0.0134
6347,8,400,0.013
6348,7,400,0.0111
6349,8,400,0.0102
6350,6,400,0.0105
6351,13,400,0.0108
6352,7,400,0.0105
6353,3,400,0.0093
6354,2,400,0.0108
6355,6,400,0.0119
6356,19,400,0.0118
6357,7,400,0.0112
6358,5,400,0.0115
6359,11,400,0.0133
6360,6,400,0.0154
6361,11,400,0.0149
6362,10,400,0.0183
6363,13,400,0.0194
6364,12,400,0.0189
6365,10,400,0.0201
6366,13,400,0.0195
6367,7,400,0.0201
6368,18,400,0.0178
6369,9,400,0.0169
6370,9,400,0.015
6371,19,400,0.0138
6372,24,400,0.0119
6373,12,400,0.0115
6374,12,400,0.0112
6375,8,400,0.0119
6376,17,400,0.0112
6377,18,400,0.0112
6378,7,400,0.0108
6379,20,400,0.0109
6380,11,400,0.0119
6381,19,400,0.0123
6382,14,400,0.0134
6383,11,400,0.0151
6384,7,400,0.0164
6385,31,400,0.0179
6386,23,400,0.0201
6387,23,400,0.0201
6388,12,400,0.0207
6389,22,400,0.0201
6390,25,400,0.0201
6391,23,400,0.0201
6392,23,400,0.019
6393,27,400,0.018
6394,22,400,0.0155
6395,16,400,0.0142
6396,26,400,0.013
6397,22,400,0.0116
6398,20,400,0.0112
6399,15,400,0.0109
6400,27,400,0.0106
6401,28,400,0.0113
6402,29,400,0.012
6403,23,400,0.0127
6404,20,400,0.013
6405,22,400,0.0134
6406,30,400,0.0134
6407,26,400,0.0155
6408,21,400,0.0169
6409,36,400,0.0179
6410,27,400,0.0195
6411,34,400,0.0207
6412,20,400,0.0212
6413,31,400,0.0226
6414,29,400,0.0232
6415,30,400,0.0226
6416,14,400,0.0214
6417,28,400,0.0191
6418,23,400,0.016
6419,20,400,0.0134
6420,25,400,0.0111
6421,40,400,0.0102
6422,29,400,0.01
6423,36,400,0.01
6424,30,400,0.0094
6425,36,400,0.0097
6426,44,400,0.01
6427,38,400,0.011
6428,33,400,0.0135
6429,28,400,0.0144
6430,29,400,0.0157
6431,33,400,0.0176
6432,25,400,0.0181
6433,31,400,0.0215
6434,42,400,0.0227
6435,41,400,0.0233
6436,45,400,0.0246
6437,50,400,0.0246
6438,25,400,0.0269
6439,27,400,0.0261
6440,32,400,0.0233
6441,31,400,0.0214
6442,27,400,0.0191
6443,27,400,0.016
6444,23,400,0.0139
6445,21,400,0.0139
6446,27,400,0.0143
6447,33,400,0.0131
6448,31,400,0.0139
6449,17,400,0.0144
6450,9,400,0.0148
6451,26,400,0.0144
6452,21,400,0.0144
6453,13,400,0.0162
6454,19,400,0.0171
6455,17,400,0.0187
6456,13,400,0.0204
6457,23,400,0.0221
6458,14,400,0.0255
6459,16,400,0.0262
6460,8,400,0.0255
6461,25,400,0.0269
6462,15,400,0.0262
6463,19,400,0.0255
6464,8,400,0.0255
6465,20,400,0.024
6466,20,400,0.0215
6467,10,400,0.0197
6468,26,400,0.0186
6469,22,400,0.0161
6470,11,400,0.0161
6471,20,400,0.0166
6472,10,400,0.0162
6473,28,400,0.0166
6474,27,400,0.0171
6475,18,400,0.0181
6476,20,400,0.0187
6477,20,400,0.0198
6478,22,400,0.0198
6479,10,400,0.0216
6480,10,400,0.0241
6481,22,400,0.0248
6482,4,400,0.0247
6483,5,400,0.0276
6484,2,400,0.0302
6485,11,400,0.0294
6486,8,400,0.0294
6487,17,400,0.0286
6488,8,400,0.0286
6489,3,400,0.0263
6490,16,400,0.0249
6491,8,400,0.0257
6492,17,400,0.0256
6493,18,400,0.0249
6494,16,400,0.0235
6495,2,400,0.0222
6496,14,400,0.0241
6497,10,400,0.0228
6498,11,400,0.0228
6499,15,400,0.0228
6500,17,400,0.0221
6501,11,400,0.0242
6502,15,400,0.0235
6503,2,400,0.0234
6504,9,400,0.0227
6505,7,400,0.0203
6506,3,400,0.0203
6507,3,400,0.0203
6508,1,400,0.0197
6509,15,400,0.0197
6510,13,400,0.0198
6511,10,400,0.0192
6512,15,400,0.0192
6513,1,400,0.0192
6514,4,400,0.0205
6515,3,400,0.0193
6516,0,400,0.0193
6517,0,400,0.0193
6518,3,400,0.0188
6519,2,400,0.0193
6520,2,400,0.0193
6521,7,400,0.0206
6522,13,400,0.0193
6523,12,400,0.0193
6524,15,400,0.0188
6525,20,400,0.0193
6526,16,400,0.0183
6527,2,400,0.0183
6528,8,400,0.0183
6529,6,400,0.0183
6530,8,400,0.0194
6531,8,400,0.0194
6532,1,400,0.0206
6533,4,400,0.0206
6534,4,400,0.0206
6535,11,400,0.0194
6536,6,400,0.0206
6537,5,400,0.0206
6538,1,400,0.02
6539,1,400,0.0194
6540,1,400,0.0194
6541,14,400,0.0177
6542,7,400,0.0172
6543,7,400,0.0172
6544,2,400,0.0167
6545,2,400,0.0162
6546,2,400,0.0162
6547,2,400,0.0167
6548,2,400,0.0177
6549,0,400,0.0182
6550,3,400,0.0182
6551,3,400,0.0182
6552,6,400,0.0199
6553,8,400,0.0211
6554,1,400,0.0217
6555,15,400,0.0244
6556,7,400,0.0244
6557,5,400,0.0244
6558,14,400,0.025
6559,13,400,0.0257
6560,24,400,0.025
6561,14,400,0.0236
6562,24,400,0.021
6563,30,400,0.0187
6564,29,400,0.0187
6565,46,400,0.0182
6566,63,400,0.0172
6567,55,400,0.0162
6568,50,400,0.0157
6569,46,400,0.014
6570,74,400,0.0153
6571,86,400,0.0153
6572,86,400,0.0162
6573,63,400,0.0177
6574,44,400,0.0188
6575,95,400,0.0199
6576,65,400,0.021
6577,56,400,0.0222
6578,62,400,0.0228
6579,59,400,0.0242
6580,64,400,0.0248
6581,56,400,0.0255
6582,56,400,0.0263
6583,66,400,0.027
6584,54,400,0.0263
6585,40,400,0.0248
6586,48,400,0.0196
6587,43,400,0.018
6588,38,400,0.0156
6589,35,400,0.0156
6590,36,400,0.0156
6591,28,400,0.0143
6592,41,400,0.0135
6593,39,400,0.0143
6594,17,400,0.0143
6595,26,400,0.0166
6596,18,400,0.0166
6597,16,400,0.0176
6598,15,400,0.0198
6599,15,400,0.0223
6600,2,400,0.0263
6601,2,400,0.0278
6602,16,400,0.0302
6603,1,400,0.031
6604,1,400,0.031
6605,1,400,0.0309
6606,7,400,0.0337
6607,6,400,0.032
6608,2,400,0.0311
6609,2,400,0.0278
6610,2,400,0.0262
6611,2,400,0.0234
6612,5,400,0.0215
6613,19,400,0.0192
6614,11,400,0.0192
6615,11,400,0.0181
6616,15,400,0.0176
6617,27,400,0.0166
6618,18,400,0.0161
6619,6,400,0.0138
6620,16,400,0.0135
6621,49,400,0.0135
6622,13,400,0.0138
6623,46,400,0.0138
6624,31,400,0.0142
6625,27,400,0.0151
6626,30,400,0.016
6627,25,400,0.017
6628,1,400,0.0175
6629,1,400,0.0165
6630,27,400,0.0175
6631,35,400,0.017
6632,21,400,0.0175
6633,35,400,0.0176
6634,11,400,0.0161
6635,22,400,0.0156
6636,12,400,0.0161
6637,7,400,0.0157
6638,8,400,0.0152
6639,7,400,0.0152
6640,1,400,0.0143
6641,1,400,0.0148
6642,1,400,0.0172
6643,7,400,0.0188
6644,6,400,0.0188
6645,11,400,0.0193
6646,7,400,0.0188
6647,12,400,0.0193
6648,3,400,0.0205
6649,0,400,0.0204
6650,17,400,0.021
6651,6,400,0.021
6652,4,400,0.0222
6653,4,400,0.0229
6654,4,400,0.0228
6655,4,400,0.0216
6656,2,400,0.0198
6657,2,400,0.0182
6658,3,400,0.0177
6659,11,400,0.0166
6660,15,400,0.0161
6661,10,400,0.0152
6662,17,400,0.0139
6663,18,400,0.0139
6664,4,400,0.0143
6665,15,400,0.0143
6666,27,400,0.0152
6667,14,400,0.0148
6668,25,400,0.0166
6669,15,400,0.0166
6670,20,400,0.0156
6671,38,400,0.0151
6672,20,400,0.0161
6673,30,400,0.0175
6674,12,400,0.018
6675,39,400,0.0196
6676,22,400,0.0213
6677,12,400,0.0213
6678,29,400,0.0208
6679,30,400,0.0201
6680,28,400,0.0196
6681,5,400,0.0185
6682,36,400,0.0169
6683,35,400,0.0165
6684,41,400,0.0155
6685,40,400,0.0151
6686,49,400,0.0138
6687,27,400,0.0134
6688,47,400,0.013
6689,34,400,0.0122
6690,35,400,0.0125
6691,25,400,0.016
6692,11,400,0.015
6693,10,400,0.0165
6694,18,400,0.0156
6695,13,400,0.0145
6696,23,400,0.014
6697,19,400,0.0164
6698,41,400,0.0197
6699,46,400,0.0203
6700,47,400,0.0203
6701,55,400,0.0203
6702,19,400,0.021
6703,43,400,0.0198
6704,32,400,0.0181
6705,24,400,0.0162
6706,26,400,0.0162
6707,26,400,0.0152
6708,16,400,0.0157
6709,12,400,0.0157
6710,12,400,0.0157
6711,13,400,0.0157
6712,7,400,0.0136
6713,16,400,0.0144
6714,4,400,0.0144
6715,1,400,0.0144
6716,5,400,0.0163
6717,11,400,0.0158
6718,7,400,0.0172
6719,12,400,0.0172
6720,8,400,0.0188
6721,9,400,0.0206
6722,6,400,0.0199
6723,9,400,0.0199
6724,12,400,0.0193
6725,6,400,0.0193
6726,4,400,0.0199
6727,3,400,0.0206
6728,8,400,0.0218
6729,11,400,0.0218
6730,24,400,0.0193
6731,14,400,0.0182
6732,11,400,0.0181
6733,23,400,0.0165
6734,27,400,0.0142
6735,18,400,0.0138
6736,18,400,0.0134
6737,29,400,0.0122
6738,41,400,0.0114
6739,33,400,0.011
6740,39,400,0.0107
6741,40,400,0.0107
6742,36,400,0.0107
6743,43,400,0.011
6744,2,400,0.0117
6745,5,400,0.0103
6746,3,400,0.011
6747,5,400,0.0128
6748,0,400,0.0144
6749,0,400,0.0144
6750,14,400,0.014
6751,7,400,0.0154
6752,2,400,0.0141
6753,15,400,0.0117
6754,8,400,0.0107
6755,14,400,0.0097
6756,26,400,0.0086
6757,22,400,0.0083
6758,33,400,0.0074
6759,11,400,0.0084
6760,15,400,0.0081
6761,10,400,0.0076
6762,16,400,0.0076
6763,22,400,0.0071
6764,20,400,0.0076
6765,20,400,0.0074
6766,22,400,0.0092
6767,20,400,0.0103
6768,24,400,0.011
6769,19,400,0.0103
6770,7,400,0.0106
6771,15,400,0.012
6772,17,400,0.0136
6773,25,400,0.0133
6774,21,400,0.0133
6775,9,400,0.0138
6776,13,400,0.013
6777,19,400,0.0118
6778,15,400,0.0098
6779,8,400,0.0089
6780,9,400,0.0087
6781,16,400,0.0074
6782,23,400,0.0077
6783,19,400,0.0079
6784,12,400,0.0081
6785,12,400,0.0084
6786,13,400,0.0077
6787,15,400,0.0074
6788,16,400,0.0077
6789,16,400,0.0082
6790,13,400,0.0087
6791,12,400,0.0105
6792,11,400,0.0126
6793,13,400,0.0138
6794,19,400,0.0151
6795,11,400,0.0165
6796,14,400,0.0171
6797,17,400,0.0176
6798,23,400,0.0165
6799,14,400,0.0161
6800,12,400,0.0161
6801,11,400,0.0143
6802,16,400,0.0119
6803,9,400,0.0096
6804,17,400,0.0087
6805,11,400,0.0074
6806,19,400,0.0062
6807,8,400,0.0054
6808,11,400,0.0062
6809,19,400,0.007
6810,13,400,0.007
6811,13,400,0.0077
6812,23,400,0.0085
6813,18,400,0.0082
6814,23,400,0.0087
6815,24,400,0.0102
6816,20,400,0.0111
6817,20,400,0.0137
6818,17,400,0.014
6819,3,400,0.0144
6820,14,400,0.0157
6821,13,400,0.0157
6822,16,400,0.0153
6823,14,400,0.0159
6824,20,400,0.0177
6825,6,400,0.0156
6826,12,400,0.0138
6827,8,400,0.0121
6828,10,400,0.0104
6829,10,400,0.0107
6830,19,400,0.0104
6831,16,400,0.0104
6832,5,400,0.0098
6833,4,400,0.0098
6834,13,400,0.0101
6835,9,400,0.0108
6836,9,400,0.0111
6837,17,400,0.0102
6838,14,400,0.0102
6839,8,400,0.0115
6840,9,400,0.0126
6841,11,400,0.013
6842,15,400,0.0138
6843,16,400,0.0151
6844,17,400,0.0151
6845,5,400,0.0142
6846,15,400,0.0137
6847,15,400,0.0133
6848,14,400,0.0124
6849,28,400,0.0124
6850,18,400,0.0114
6851,24,400,0.0103
6852,33,400,0.011
6853,30,400,0.0114
6854,29,400,0.0114
6855,38,400,0.0114
6856,42,400,0.0114
6857,38,400,0.0108
6858,43,400,0.0108
6859,50,400,0.0108
6860,54,400,0.0104
6861,53,400,0.0118
6862,60,400,0.0126
6863,55,400,0.0126
6864,54,400,0.013
6865,44,400,0.0138
6866,27,400,0.0142
6867,18,400,0.0147
6868,17,400,0.0156
6869,14,400,0.0177
6870,8,400,0.0157
6871,7,400,0.0147
6872,13,400,0.0133
6873,18,400,0.0133
6874,16,400,0.0138
6875,22,400,0.0135
6876,9,400,0.0139
6877,7,400,0.0131
6878,11,400,0.0127
6879,16,400,0.0127
6880,10,400,0.0112
6881,14,400,0.0108
6882,24,400,0.0119
6883,28,400,0.0119
6884,18,400,0.0119
6885,27,400,0.0127
6886,25,400,0.0119
6887,32,400,0.0123
6888,26,400,0.0123
6889,37,400,0.0126
6890,29,400,0.0118
6891,30,400,0.0125
6892,29,400,0.0121
6893,13,400,0.0117
6894,16,400,0.0121
6895,32,400,0.0128
6896,29,400,0.0129
6897,20,400,0.0133
6898,24,400,0.0142
6899,35,400,0.0138
6900,31,400,0.0138
6901,24,400,0.013
6902,31,400,0.0126
6903,31,400,0.0134
6904,32,400,0.0134
6905,28,400,0.0134
6906,28,400,0.0139
6907,22,400,0.0152
6908,16,400,0.0157
6909,6,400,0.0161
6910,10,400,0.0161
6911,13,400,0.0161
6912,14,400,0.0166
6913,10,400,0.0176
6914,10,400,0.0176
6915,6,400,0.0187
6916,9,400,0.0192
6917,7,400,0.0198
6918,15,400,0.0192
6919,11,400,0.0198
6920,14,400,0.0199
6921,21,400,0.0182
6922,12,400,0.0177
6923,17,400,0.0177
6924,16,400,0.0157
6925,20,400,0.0152
6926,26,400,0.0148
6927,17,400,0.0143
6928,21,400,0.0127
6929,18,400,0.014
6930,15,400,0.0139
6931,23,400,0.0139
6932,18,400,0.0152
6933,23,400,0.0143
6934,12,400,0.0143
6935,20,400,0.016
6936,18,400,0.0175
6937,15,400,0.018
6938,24,400,0.0201
6939,6,400,0.0195
6940,8,400,0.0195
6941,24,400,0.0207
6942,22,400,0.0212
6943,22,400,0.0207
6944,18,400,0.0202
6945,18,400,0.0179
6946,19,400,0.0154
6947,26,400,0.0141
6948,33,400,0.0137
6949,42,400,0.0115
6950,44,400,0.0118
6951,68,400,0.0115
6952,75,400,0.0109
6953,109,400,0.0109
6954,107,400,0.0112
6955,83,400,0.0119
6956,50,400,0.0119
6957,41,400,0.0116
6958,39,400,0.0119
6959,34,400,0.0127
6960,23,400,0.013
6961,33,400,0.0143
6962,21,400,0.0151
6963,45,400,0.017
6964,52,400,0.0175
6965,40,400,0.018
6966,54,400,0.018
6967,35,400,0.018
6968,41,400,0.0175
6969,41,400,0.0165
6970,29,400,0.0151
6971,35,400,0.0142
6972,35,400,0.013
6973,38,400,0.0123
6974,23,400,0.0123
6975,43,400,0.0119
6976,12,400,0.0119
6977,15,400,0.0119
6978,15,400,0.0119
6979,13,400,0.0119
6980,6,400,0.0123
6981,5,400,0.0127
6982,5,400,0.0135
6983,8,400,0.0134
6984,6,400,0.0142
6985,16,400,0.0151
6986,12,400,0.016
6987,22,400,0.0191
6988,22,400,0.0191
6989,9,400,0.018
6990,9,400,0.0175
6991,16,400,0.017
6992,12,400,0.0165
6993,15,400,0.0171
6994,19,400,0.0166
6995,9,400,0.0147
6996,17,400,0.0147
6997,18,400,0.0152
6998,10,400,0.0152
6999,10,400,0.0152
7000,20,400,0.0152
7001,27,400,0.0143
7002,17,400,0.0143
7003,19,400,0.0157
7004,13,400,0.0162
7005,25,400,0.0162
7006,22,400,0.0162
7007,29,400,0.0157
7008,13,400,0.0162
7009,14,400,0.0176
7010,25,400,0.0187
7011,29,400,0.0193
7012,30,400,0.0188
7013,42,400,0.0188
7014,50,400,0.0182
7015,40,400,0.0182
7016,35,400,0.0171
7017,29,400,0.0162
7018,24,400,0.0162
7019,34,400,0.0157
7020,33,400,0.0157
7021,22,400,0.0162
7022,16,400,0.0172
7023,23,400,0.0172
7024,30,400,0.0172
7025,21,400,0.0162
7026,16,400,0.0172
7027,11,400,0.0162
7028,33,400,0.0162
7029,18,400,0.0162
7030,16,400,0.0162
7031,16,400,0.0162
7032,28,400,0.0157
7033,46,400,0.0167
7034,37,400,0.0172
7035,48,400,0.0182
7036,20,400,0.0182
7037,20,400,0.0194
7038,28,400,0.0188
7039,15,400,0.0188
7040,18,400,0.0183
7041,32,400,0.0172
7042,25,400,0.0172
7043,19,400,0.0178
7044,18,400,0.0172
7045,16,400,0.0172
7046,16,400,0.0183
7047,16,400,0.0183
7048,17,400,0.0183
7049,17,400,0.0172
7050,17,400,0.0172
7051,29,400,0.0163
7052,25,400,0.0163
7053,19,400,0.0163
7054,30,400,0.0163
7055,26,400,0.0172
7056,20,400,0.0172
7057,7,400,0.0172
7058,16,400,0.0183
7059,6,400,0.0183
7060,8,400,0.0183
7061,7,400,0.0183
7062,8,400,0.0183
7063,5,400,0.0183
7064,2,400,0.0183
7065,3,400,0.0188
7066,4,400,0.0194
7067,4,400,0.0183
7068,0,400,0.0188
7069,4,400,0.0188
7070,2,400,0.0177
7071,2,400,0.0177
7072,2,400,0.0177
7073,2,400,0.0177
7074,2,400,0.0183
7075,13,400,0.0183
7076,4,400,0.0183
7077,4,400,0.0183
7078,4,400,0.0183
7079,4,400,0.0194
7080,4,400,0.0188
7081,4,400,0.0182
7082,4,400,0.0182
7083,4,400,0.0182
7084,4,400,0.0194
7085,4,400,0.0193
7086,4,400,0.0193
